,date,location,position,rating,employee_type,title,pros,cons,recommander,approbation du pdg,perspective commerciale,employment_duration,group,grade,grade_hierarchical,sous_theme_pro: Autonomie et liberté d’action / confiance,sous_theme_con: Autonomie et liberté d’action / confiance,sous_theme_pro: Travail stimulant/ satisfaction dans le travail/ sens du travail / motivation,sous_theme_con: Travail stimulant/ satisfaction dans le travail/ sens du travail / motivation,sous_theme_pro: Opportunité de développement professionnel,sous_theme_con: Opportunité de développement professionnel,sous_theme_pro: Ambiance et collaboration en équipe / appartenance à l’entreprise,sous_theme_con: Ambiance et collaboration en équipe / appartenance à l’entreprise,sous_theme_pro: Bienveillance managériale et reconnaissance / qualité de l’encadrement,sous_theme_con: Bienveillance managériale et reconnaissance / qualité de l’encadrement,sous_theme_pro: Outils et infrastructures,sous_theme_con: Outils et infrastructures,sous_theme_pro: Flexibilité,sous_theme_con: Flexibilité,sous_theme_pro: Equilibre vie privée - vie professionnelle,sous_theme_con: Equilibre vie privée - vie professionnelle,sous_theme_pro: Charge de travail / travail stressant,sous_theme_con: Charge de travail / travail stressant,sous_theme_pro: Aspect financier,sous_theme_con: Aspect financier,theme_pro: Contenu et exécution du travail,theme_con: Contenu et exécution du travail,theme_pro: Environnement de travail,theme_con: Environnement de travail,theme_pro: Aménagement du travail,theme_con: Aménagement du travail,theme_pro: Aspect financier,theme_con: Aspect financier,source
179,2021-01-19 00:00:00,Paris,Consultant Senior,4,"Employé actuel, plus de 3&nbsp;ans",experience,opportunité diversité qualité équipe moderne,usine communication salaire rigidité horaires,1,1,1,4,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,kpmg
180,2021-01-18 00:00:00,Paris,Audit Junior,3,"Ancien employé, plus d'un an",Entreprise,Salaire; Opportunités de carrière ; Formations à disposition ; International,Management; Équilibre vie privée et travail,1,1,1,2,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,kpmg
181,2021-01-17 00:00:00,Paris,Employé anonyme,5,"Ancien employé, moins d'un an",Audit financier stage,Formation omniprésente tout au long du stage ; Proximité avec les séniors ; Bon esprit d'équipe,Inconvénient lié aux métiers de l'audit,1,0,0,0.5,,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,kpmg
182,2021-01-17 00:00:00,Lyon,Intern - Advisory Restructuring,5,Ancien stagiaire,Stage salaire,"Gros réseau, équipe sympa, exposition","Période compliquée, pas assez de staffing",0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,kpmg
183,2021-01-17 00:00:00,Paris,Consultante,5,"Ancien employé, moins d'un an",bonne expérience,il y a un bon salaire dans cette entreprise,les horaires sont parfois un peu trop longues,1,0,-1,0.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,kpmg
184,2021-01-16 00:00:00,Paris,Employé anonyme,4,Ancien employé,Salaire,congés Mutuelle 13eme mois Compte d'épargne,Insuffisance Charge Travail Stress Proximité,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,kpmg
185,2021-01-15 00:00:00,Paris,Chargée De Clientèle,3,"Employé actuel, plus de 3&nbsp;ans",Chargée De Clientèle,l'image forte générée par KPMG envers les entreprises,"outils informatique, manque de transparence sur le temps de travail, salaire",1,0,0,4,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,kpmg
186,2021-01-15 00:00:00,Paris,Auditeur Junior,4,Ancien employé,Formateur,Premier emploi très formateur en comptabilité et rigueur,Presenteisme et formalité inutile en équipe,0,0,0,,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,kpmg
187,2021-01-14 00:00:00,Courbevoie,Stagiaire anonyme,3,"Ancien stagiaire, moins d'un an",Stage kpmg avocats,"Très bonne équipe, formations mis en place.",Pas de reconnaissance. Pas d’avantages pour les stagiaires,1,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,kpmg
188,2021-01-14 00:00:00,Nantes,Stagiaire Auditeur financier ,5,Stagiaire actuel,Bonne expérience,Equipe à l'écoute ; Missions intéressantes,Je ne vois pas d'inconvénients majeurs,0,0,0,,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,kpmg
189,2021-01-12 00:00:00,Paris,Alternant auditeur financier,5,Ancien employé,Bonne expérience,Ambiance super ! Cela aide vraiment dans ce genre de travail,Travail un peu répétitif et pas toujours stimulant,1,0,0,,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,kpmg
190,2021-01-12 00:00:00,Paris,Auditeur stagiaire,4,"Ancien stagiaire, moins d'un an",Technicité,- équipes accueillantes; - bonne formation; - contact client; - international,- grande amplitude horaire; - déplacements lointains,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,kpmg
191,2021-01-11 00:00:00,Paris,Auditeur Financier,5,Stagiaire actuel,Top,"Super ambiance de travail, je recommande",Beaucoup de travail et le télétravail n'aide pas,1,1,1,,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,kpmg
192,2021-01-10 00:00:00,Paris,Auditeur Financier,1,"Ancien employé, moins d'un an",Formateur mais inintéressant,Esprit d'équipe; Marque employeur; Méthodologie; diversité clients; formation; variétés missions,Equipes sous staffée; Equilibre de vie pro-perso; rémunération; -; -,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,2,0,1,kpmg
193,2021-01-09 00:00:00,Paris,Valuation Analyst,4,"Ancien stagiaire, moins d'un an",Une expérience formatrice,* missions globalement intéressantes; * ambiance conviviale; * équilibre vie pro/perso,* salaire peu incitatif; * quelques missions redondantes,1,0,1,0.5,,Analyst,Junior,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,2,0,0,1,kpmg
194,2021-01-08 00:00:00,Paris,Senior Auditor,3,"Employé actuel, plus de 3&nbsp;ans",perte de sens du métier,"sécurité de l'emploi, statut, hausses salariales chaque année même en temps de covid","hormis les inconvénients connus du métier d'auditeur (horaires à rallonge, pas d'équilibre vie pro/perso), on constate avec regret une américanisation du métier : les normes PCAOB qui n'ont rien à faire en France s'installent petit à petit dans les règles internes du groupe pour concerner tous les types de dossiers, la forme prime sur le fond, et le temps perdu à formaliser des fichiers idiots mais ""obligatoires"" (bien que non requis par les NEP françaises ndlr) achève de nous dégoûter du métier. On assiste à des débats ubuesques sur le type d'échantillonnage à réaliser, quel module utiliser, on s'y reprend à 3 fois, et un test sur sélection aléatoire qui prenait quelques minutes à lancer il y a deux ou trois ans devient un combat ""méthodologique"", au mieux comique, au pire dramatique pour des équipes déjà noyées dans le travail.",-1,0,0,4,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,1,0,kpmg
195,2021-01-08 00:00:00,Lyon,Étudiante,3,Ancien stagiaire,Stage audit,Très instructif très bonne expérience,Beaucoup d'heures et assez stressant,1,1,1,,,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,kpmg
196,2021-01-07 00:00:00,Paris,Audit Senior,3,Ancien employé,Expérience utile,Expérience très utile pour la suite du parcours professionnel,"Inconvénients de l’audit : horaire, non bienveillance, système d’évaluation enfantilisant etc",-1,0,0,,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,kpmg
197,2021-01-07 00:00:00,Levallois-Perret,Contrôleur Financier,1,Ancien employé,"Une usine, pas d'aspect humain","Salaire qui augmente 10% /an, seul avantage","Trop de déplacements, equipes sous staffées, aucune considération pour les salariés",-1,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,kpmg
198,2021-01-06 00:00:00,Paris,Manager,4,"Ancien employé, plus d'un an",Bonne entreprise humaine,Entreprise qui valorise l’humain et la vie privée,"Beaucoup trop politique, manque de cohésion entre partners",1,0,1,2,,Manager,Senior,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,kpmg
199,2021-01-06 00:00:00,Paris,Auditeur Financier Senior,4,"Employé actuel, plus de 3&nbsp;ans",KPMG,- Dynamique; - Travail en équipe; - Apprentissage en continu,- Charge de travail; - Beaucoup de déplacements,0,0,0,4,,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,kpmg
200,2021-01-04 00:00:00,"Bordeaux, Nouvelle-Aquitaine",Supervisor,3,Employé actuel,KPMG bien mais peu mieux faire,"liberté d'action et autonomie, ambiance satisfaisante",rémunération limitée par rapport aux objectifs; peu d'avantages,1,0,1,,,Supervisor,Intermédiaire,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,kpmg
201,2020-12-29 00:00:00,Paris,Manager,4,Employé actuel,bien mais à parfaire,exposition salaire missions ambiance tchou,horaires pression ainsi que la défense,0,0,0,,,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,kpmg
202,2020-12-27 00:00:00,Paris,Senior Consultant,3,Employé actuel,Bonne école,- Apprentissage; - Diversité des missions; - Bienveillance,- Rythme intense; - Salaire qui ramené à l'horaire est bas,1,0,0,,,Unknown,Unknown,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,kpmg
203,2020-12-25 00:00:00,Paris,Audit Intern,4,Ancien stagiaire,Stage responsabilisant,Diversité des missions; Culture d’entreprise bienveillante.,Horaires parfois excessives en période de clôture.,0,0,0,,,Unknown,Unknown,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,kpmg
204,2020-12-22 00:00:00,Lille,Stagiaire Auditeur financier ,5,"Ancien stagiaire, moins d'un an",Très bon cabinet,Une équipe jeune et dynamique,Je n'ai pas d'inconvénients à signaler,1,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kpmg
205,2020-12-22 00:00:00,Paris,Employé anonyme,3,"Ancien employé, moins d'un an",Emploi KPMG France,"Salaire, situation confortable, avantages de la société","Travail répétitif, hiérarchie très forte",-1,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,kpmg
206,2020-12-17 00:00:00,Paris,Senior Manager,5,Employé actuel,Je recommande,Très bonne ambiance ; Management de qualité,Rythme parfois soutenu chez les clients,0,0,0,,,Manager,Senior,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,kpmg
207,2020-12-17 00:00:00,Paris,responsable marketing et communication,3,Ancien employé,bien,grand groupe prestige conseil emploi,pression beaucoup d'heure cantine paris,1,0,0,,,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,kpmg
208,2020-12-14 00:00:00,Paris,Auditeur Financier,3,"Employé actuel, plus de 3&nbsp;ans",auditeur,"bon boulot, montée rapide en compétence; bonne expérience globale; bien sur le CV","pas d'équilibre vie privée/travail, très intense, bcp de stress",1,0,0,4,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,kpmg
209,2020-12-13 00:00:00,Paris,Stagiaire anonyme,5,Stagiaire actuel,Stage fomateur,Les responsabilités au sein de l'équipe,les horaires et la culture interne,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kpmg
210,2020-12-13 00:00:00,Courbevoie,Auditeur IT junior,5,"Employé actuel, moins d'un an",Bonne expérience,Acquérir de l’expérience / compétences,Travail assez conséquent compte tenu du salaire,1,0,1,0.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,kpmg
211,2020-12-10 00:00:00,Marne-la-Vallee,Operational Strategy,5,"Stagiaire actuel, moins d'un an",Ancienne stagiaire,Bonne cohésion entre les membres d’équipe,Il faut savoir gérer son stress,1,-1,1,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,kpmg
212,2020-12-08 00:00:00,Paris,Supervisor,4,"Employé actuel, plus d'un an",Advisory,Ambiance Missions Développement Inclusion Diversité équilibre opportunités,aucun aucun aucun aucun aucun,1,1,1,2,,Supervisor,Intermédiaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kpmg
213,2020-12-07 00:00:00,Paris,Stagiaire Consultant,4,"Employé actuel, moins d'un an",Enrichissant,- Environnement de travail intéressant; - Collègues agréables et professionnels; - Rémunération; - Missions,- Horaires; - manque d'autonomie lors des différentes missions,1,0,0,0.5,,Unknown,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,kpmg
214,2020-12-04 00:00:00,Paris,Auditeur Financier Stagiaire,5,"Ancien stagiaire, moins d'un an",Stage,Equipes très sympas et stage très enrichissant,Pas réellement d'inconvénient dans le cadre d'un stage,1,1,1,0.5,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,kpmg
215,2020-12-04 00:00:00,Paris,Audit Senior,3,Employé actuel,Salaire,Plusieurs choix de restaurants dans les locaux,Nombreuses heures de travail comme dans tous les Big,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,kpmg
216,2020-12-03 00:00:00,Paris,- Customer &amp; Operations,5,"Ancien stagiaire, moins d'un an",Stage - Customer &amp; Operations,"Groupe, Locaux, Salaire, Ambiance, Culture","Horaires, Localisation (La Défense), Perspectives d'embauche",1,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,kpmg
217,2020-12-02 00:00:00,Paris,Audit Financier,4,"Ancien employé, moins d'un an",Avis positif,Très bonne ambiance dans les équipes,Une charge de travail trop importante,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,kpmg
218,2020-12-01 00:00:00,Rennes,Auditeur Financier,5,"Stagiaire actuel, moins d'un an",Stage Audit financier,L'intégration à l'équipe c'est très bien passé.,Les déplacements sont très récurrents sur la semaine.,1,1,1,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kpmg
219,2020-12-01 00:00:00,Marseille,Consultant,3,Employé actuel,Environment de travail décevant,- Collaborateurs inspirants et passionnés,- Manque de confiance en l'encadrement; - Initiatives non reconnues ni appréciées; - Redondances des missions,-1,0,0,,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,kpmg
220,2020-12-01 00:00:00,Nantes,Stagiaire Auditeur financier ,4,Ancien employé,bonne expérience,"formateur, diverses missions, enrichissants, bonne ambiance de travail",libre à chacun de voir ses les inconvénients de travailler en cabinet,0,0,0,,,Unknown,Unknown,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,kpmg
221,2020-11-29 00:00:00,Paris,Auditeur financier Senior 2,4,Employé actuel,d,"Dynamisme, jeunes, apprentissage, formation, salaire","Stresse, charge de travail, clients",1,1,0,,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,kpmg
222,2020-11-29 00:00:00,Paris,Auditeur Financier - Junior,4,"Employé actuel, plus d'un an",bien,bon salaire bonne remunerations primes,temps plein pas de vacances difficultes davoir un conge,1,-1,1,2,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,kpmg
223,2020-11-29 00:00:00,Paris,Senior Consultant,5,Employé actuel,Cadre de travail,"Missions variées, montée en compétences et en responsabilités rapide, bonne ambiance",La charge de travail peut être importante,0,0,0,,,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,0,0,kpmg
224,2020-11-27 00:00:00,Courbevoie,Consultant Stagiaire,4,Ancien stagiaire,Expérience formatrice,"bon salaire pour un junior, collègues amicaux","travailler dans une tour à La Défense, ne pas être staffer tout le temps sur une mission",0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,kpmg
225,2020-11-26 00:00:00,Paris,Auditeur Junior,4,Ancien employé,expériences enrichissante,au niveau technique un réel avantage,il n'y à pas réellement d'inconvénients,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kpmg
226,2020-11-26 00:00:00,Paris,Conseil,5,"Ancien employé, moins d'un an",Très bonne entreprise,"Apprentissage, Formation, Locaux, Services, Équipe ; Ambiance","Horaires, Évolution, Localisation, Équilibre, Sollicitations",1,1,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,kpmg
227,2020-11-24 00:00:00,Lyon,Auditeur Financier Stagiaire,4,"Stagiaire actuel, moins d'un an",Une bonne entreprise,Globalement les équipes sont sympathiques et l'ambiance de travail est très agréable. Contrairement à l'image véhiculée la pression n'y est pas particulièrement forte.,"La hiérarchisation de toutes les tâches et le millefeuille de contact, et la culture du présentéisme qui y est encore forte.",1,1,1,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,kpmg
228,2020-11-24 00:00:00,Courbevoie,Collaborateur comptable junior,2,"Ancien employé, moins d'un an",comptable chez kpmg,Possibilité d'être au plus près d'une clientèle grand compte,"horaire à rallonge, rémunération faible compte tenu de la rémunération, individualisme et coups bas sont monnaies courantes",-1,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,kpmg
229,2020-11-24 00:00:00,Paris,Supervisor,3,"Ancien employé, plus de 5&nbsp;ans",Un beau métier malgré un niveau médiocre des collaborateurs,1) Superbe marque et très bonne école des métiers de la finance; ; 2) Informatique très performant et support IT plus qu'efficace; ; 3) Flexibilité possible à partir d'un certain grade,"1) Collaborateurs recrutés dans le même vivier (écoles de commerce moyennes), peu de diversité et maturité laissant à désirer; ; 2) Managers très peu compatissants et très peu compétents sur les problématiques RH; ; 3) Très peu de place laissée à la vie privée; ; 4) Associés très peu investis sur les problématiques terrains et totalement imperméables aux requêtes des staffs",-1,-1,1,6.5,,Supervisor,Intermédiaire,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,2,1,0,0,kpmg
230,2020-11-20 00:00:00,Paris,Senior Manager Deal Advisory,4,"Employé actuel, plus de 8&nbsp;ans",Excellent employeur,-Soutient les projets de carrière; -Possibilité très large d'évolution; -Inclusion diversité - Egalité homme femme,-Equilibre vie professionnelle et vie privée,1,0,1,9,,Manager,Senior,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,kpmg
231,2020-11-19 00:00:00,Paris,Advisory Manager,4,Ancien employé,Top,Bonne entreprise et management bienveillant,Rémunération plus faible que la concurrence,0,0,0,,,Manager,Senior,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,kpmg
232,2020-11-18 00:00:00,Paris,OSS Tech,4,"Ancien employé, plus de 3&nbsp;ans",Consultant KPMG,Salaire / Squash / Perspective / cantine / expertise,Heures / Vie privée / management absent / gouvernance /,1,1,1,4,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,kpmg
233,2020-11-11 00:00:00,Paris,Auditeur Senior,1,Employé actuel,Esclavage moderne,"Apprentissage, variété des clients, formations, promotion annuelle, équipes jeunes...","-Salaire bas par rapport aux bigs.; -Pas de vie, travail même les weekends et jours fériés.; -Il faut manger sinon on se fait manger, monde de requin.; -Nous sommes sous l'eau tout le temps.; -Manque d'effectif, donc, plus de travail pour tout le monde.; -Trop de turnover.",-1,-1,-1,,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,2,0,1,kpmg
234,2020-11-05 00:00:00,Paris,Consultant Transaction Advisory Services,5,"Ancien stagiaire, moins d'un an",Bien,"Ecoute, excellence, autonomie, professionnalisme, entente","Maillon, normé, grand, cher, gentil",0,0,0,0.5,,Unknown,Unknown,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,kpmg
235,2020-11-05 00:00:00,Nantes,Stagiaire,4,"Ancien stagiaire, plus d'un an",Expérience riche,- Bonne rémunération ; - Tâches intéressantes ; - Bon esprit d'équipe,- Grande charge de travail ; - Savoir travailler dans un environnement stressant,1,1,1,2,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,1,0,kpmg
236,2020-11-03 00:00:00,Paris,Assistante de projets RSE,5,"Ancien stagiaire, moins d'un an",Expérience extrêmement enrichissante,- Des missions très intéressantes; - Une équipe chaleureuse et très impliquée; - Une forte autonomie ; - Un travail qui a du sens,- Perspective d'évolution au sein de la Fondation,1,0,1,0.5,,Assistant,Junior,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,kpmg
237,2020-10-27 00:00:00,Paris,stagiaire audit,4,Ancien employé,positif,"note de frais, ticket restau","stress, bcp de travail, heures supplémentaires",1,1,1,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,kpmg
238,2020-10-26 00:00:00,Paris,Consultante,4,Ancien stagiaire,Bien,"Accueille, Digitale, Jeune, Espace, Outils.","Charges, Communication, RH, Suivie, Autre.",1,1,1,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kpmg
239,2020-10-26 00:00:00,Courbevoie,Senior Auditor,4,Employé actuel,Senior Audit,- Autonomie ;; - Développement personnel et professionnel ;; - Monté en compétence ;; - Augmentation annuelle,- Volume de travail important ;,1,1,1,,,Unknown,Unknown,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,2,1,0,kpmg
240,2020-10-25 00:00:00,Paris,Auditeur Financier,5,Stagiaire actuel,Top!!!,- proximité ; - responsabilité ; - considérés comme des juniors,- beaucoup de déplacement; - inventaires,1,0,1,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kpmg
241,2020-10-23 00:00:00,Paris,Auditeur Financier - Junior,4,"Ancien stagiaire, moins d'un an",Correct,"Salaire, apprentissage, progression rapide, grades","Temps de travail, flexibilité, horaires",0,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,1,0,kpmg
242,2020-10-22 00:00:00,Paris,Auditeur Junior,4,"Ancien employé, moins d'un an",Stagiaire KPMG,"Ambiance, Locaux, Montée en compétences et méthodologies de travail","Quota horaires, répétition des taches, pas forcément très stimulant",0,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,kpmg
243,2020-10-22 00:00:00,Paris,Stagiaire Analyste Financier,5,Stagiaire actuel,Bon Stage,"Bonne ambiance, BU dynamiques et missions enrichissantes",Manque d'encadrement et de missions dans certaines périodes,0,0,0,,,Analyst,Junior,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,kpmg
244,2020-10-21 00:00:00,Paris,Consulant senior,5,"Ancien employé, plus d'un an",Leader du Conseil et de l'Audit,Réputation KPMG; Cadre formateur; Salaire; Variété des clients et des missions; Cabinet international,Missions parfois en peu longues; Très bureaucratique,1,1,1,2,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,kpmg
245,2020-10-21 00:00:00,Paris,Auditeur Financier Stagiaire,4,Stagiaire actuel,Bien,Bon stage formateur et boite accompagnante,Début de stage un peu long avec peu de missions,0,0,0,,,Unknown,Unknown,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,kpmg
246,2020-10-21 00:00:00,Courbevoie,Comptable,3,Ancien employé,bonne experience,"formation, équipe de travaille, big four","surveillance des responsables, salaire, horaire",0,0,0,,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,kpmg
